market_idx,title_start,title_end,slug,outcome,move_time,move_pp,from_price,to_price,size,explanation,near_chart_events,near_actionable_tweets,near_context_tweets,review_note
15,2025-02-18,2025-02-24,will-strategy-purchase-bitcoin-feb-18-24,YES,2025-02-18T21:04:00Z,-27.3,0.7373,0.4641,30.23,context_tweets_only_no_directional_signal,,,2025-02-18T21:04:22.303000Z context_funding Strategy Announces Proposed Private Offering of $2.0B of Convertible Senior Notes. $MSTR https://t.co/EBOMdLlgdq | 2025-02-18T22:01:22.024000Z context_funding Qualified Institutional Buyers (QIBs) interested in learning more about the proposed private offering of convertible senior notes launched by @Strategy to,90分钟内只有融资、政策、泛BTC或历史背景帖；能解释市场注意力，但不是买入/不买信号。
15,2025-02-18,2025-02-24,will-strategy-purchase-bitcoin-feb-18-24,YES,2025-02-18T21:05:12Z,27.3,0.4641,0.7367,27.15,context_tweets_only_no_directional_signal,,,2025-02-18T21:04:22.303000Z context_funding Strategy Announces Proposed Private Offering of $2.0B of Convertible Senior Notes. $MSTR https://t.co/EBOMdLlgdq | 2025-02-18T22:01:22.024000Z context_funding Qualified Institutional Buyers (QIBs) interested in learning more about the proposed private offering of convertible senior notes launched by @Strategy to,90分钟内只有融资、政策、泛BTC或历史背景帖；能解释市场注意力，但不是买入/不买信号。
15,2025-02-18,2025-02-24,will-strategy-purchase-bitcoin-feb-18-24,YES,2025-02-21T21:12:59Z,-51.0,0.67,0.16,2.38,no_nearby_saylor_signal_likely_orderbook_or_liquidity,,,,未找到邻近 Saylor 信号，但10分钟内有反向跳动，偏订单簿/薄流动性来回扫单。
15,2025-02-18,2025-02-24,will-strategy-purchase-bitcoin-feb-18-24,YES,2025-02-21T21:14:33Z,50.0,0.16,0.66,3.0,no_nearby_saylor_signal_likely_orderbook_or_liquidity,,,,未找到邻近 Saylor 信号，但10分钟内有反向跳动，偏订单簿/薄流动性来回扫单。
15,2025-02-18,2025-02-24,will-strategy-purchase-bitcoin-feb-18-24,YES,2025-02-23T13:54:12Z,-31.6,0.8156,0.5,13.5,near_actionable_saylor_signal,2025-02-23T13:53:47Z hint_yes_strong 强买入暗示: I don't think this reflects what I got done last week. pic.twitter.com/57Qe7QfwKm,2025-02-23T13:53:47.313000Z hint_yes_strong I don't think this reflects what I got done last week. pic.twitter.com/57Qe7QfwKm,,90分钟内有可行动/弱方向 Saylor 信号，价格突变大概率是推文或确认被交易。
15,2025-02-18,2025-02-24,will-strategy-purchase-bitcoin-feb-18-24,YES,2025-02-23T13:54:20Z,-28.9,0.4999,0.2111,2534.8,near_actionable_saylor_signal,2025-02-23T13:53:47Z hint_yes_strong 强买入暗示: I don't think this reflects what I got done last week. pic.twitter.com/57Qe7QfwKm,2025-02-23T13:53:47.313000Z hint_yes_strong I don't think this reflects what I got done last week. pic.twitter.com/57Qe7QfwKm,,90分钟内有可行动/弱方向 Saylor 信号，价格突变大概率是推文或确认被交易。
15,2025-02-18,2025-02-24,will-strategy-purchase-bitcoin-feb-18-24,YES,2025-02-23T13:54:22Z,28.9,0.2111,0.5,12.0,near_actionable_saylor_signal,2025-02-23T13:53:47Z hint_yes_strong 强买入暗示: I don't think this reflects what I got done last week. pic.twitter.com/57Qe7QfwKm,2025-02-23T13:53:47.313000Z hint_yes_strong I don't think this reflects what I got done last week. pic.twitter.com/57Qe7QfwKm,,90分钟内有可行动/弱方向 Saylor 信号，价格突变大概率是推文或确认被交易。
15,2025-02-18,2025-02-24,will-strategy-purchase-bitcoin-feb-18-24,YES,2025-02-23T13:54:40Z,39.9,0.5,0.8991,2549.49,near_actionable_saylor_signal,2025-02-23T13:53:47Z hint_yes_strong 强买入暗示: I don't think this reflects what I got done last week. pic.twitter.com/57Qe7QfwKm,2025-02-23T13:53:47.313000Z hint_yes_strong I don't think this reflects what I got done last week. pic.twitter.com/57Qe7QfwKm,,90分钟内有可行动/弱方向 Saylor 信号，价格突变大概率是推文或确认被交易。
15,2025-02-18,2025-02-24,will-strategy-purchase-bitcoin-feb-18-24,YES,2025-02-24T12:40:28Z,-53.9,0.96,0.421,62.61,near_actionable_saylor_signal,"2025-02-24T13:00:09Z sec_yes SEC 8-K: +20,356 BTC | 2025-02-24T13:04:44Z confirm_yes 官方确认买入: Strategy has acquired 20,356 BTC for ~$1.99B at ~$97,514 per bitcoin and has achieved BTC Yield of 6.9% YTD 2025. As","2025-02-24T13:04:44.631000Z confirm_yes Strategy has acquired 20,356 BTC for ~$1.99B at ~$97,514 per bitcoin and has achieved BTC Yield of 6.9% YTD 2025. As of 2/23/2025, we hodl 499,096 $BTC ac","2025-02-24T12:35:48.358000Z context_funding Strategy has completed a $2 billion offering of convertible notes at 0% coupon and 35% premium, with an implied strike price of ~$433.43. $MSTR https://t. | 2025-02-24T13:53:04.279000Z context_bitcoin_general We have a @strategy to exceed that target.",90分钟内有可行动/弱方向 Saylor 信号，价格突变大概率是推文或确认被交易。
15,2025-02-18,2025-02-24,will-strategy-purchase-bitcoin-feb-18-24,YES,2025-02-24T12:41:38Z,38.0,0.42,0.8,5489.94,near_actionable_saylor_signal,"2025-02-24T13:00:09Z sec_yes SEC 8-K: +20,356 BTC | 2025-02-24T13:04:44Z confirm_yes 官方确认买入: Strategy has acquired 20,356 BTC for ~$1.99B at ~$97,514 per bitcoin and has achieved BTC Yield of 6.9% YTD 2025. As","2025-02-24T13:04:44.631000Z confirm_yes Strategy has acquired 20,356 BTC for ~$1.99B at ~$97,514 per bitcoin and has achieved BTC Yield of 6.9% YTD 2025. As of 2/23/2025, we hodl 499,096 $BTC ac","2025-02-24T12:35:48.358000Z context_funding Strategy has completed a $2 billion offering of convertible notes at 0% coupon and 35% premium, with an implied strike price of ~$433.43. $MSTR https://t. | 2025-02-24T13:53:04.279000Z context_bitcoin_general We have a @strategy to exceed that target.",90分钟内有可行动/弱方向 Saylor 信号，价格突变大概率是推文或确认被交易。
16,2025-02-25,2025-03-03,will-strategy-purchase-bitcoin-feb-25-mar-3,NO,2025-02-25T07:27:31Z,-28.1,0.73,0.4491,27.53,no_nearby_saylor_signal_likely_orderbook_or_liquidity,,,,未找到邻近 Saylor 信号，但10分钟内有反向跳动，偏订单簿/薄流动性来回扫单。
16,2025-02-25,2025-03-03,will-strategy-purchase-bitcoin-feb-25-mar-3,NO,2025-02-25T07:28:13Z,27.1,0.4491,0.72,11.11,no_nearby_saylor_signal_likely_orderbook_or_liquidity,,,,未找到邻近 Saylor 信号，但10分钟内有反向跳动，偏订单簿/薄流动性来回扫单。
16,2025-02-25,2025-03-03,will-strategy-purchase-bitcoin-feb-25-mar-3,NO,2025-03-02T14:12:05Z,27.0,0.1202,0.39,90.0,near_actionable_saylor_signal,"2025-03-02T15:39:46Z hint_yes_weak 弱买入暗示: Buy Bitcoin, not Bombs.","2025-03-02T15:39:46.833000Z hint_yes_weak Buy Bitcoin, not Bombs.",,90分钟内有可行动/弱方向 Saylor 信号，价格突变大概率是推文或确认被交易。
18,2025-03-11,2025-03-17,will-strategy-purchase-bitcoin-feb-mar-11-17,YES,2025-03-16T14:09:52Z,-27.0,0.36,0.09,121.98,context_tweets_only_no_directional_signal,,,2025-03-16T14:09:41.920000Z context_bitcoin_general Bitcoin is a Digital Energy Network. pic.twitter.com/RdEat2tQcy,90分钟内只有融资、政策、泛BTC或历史背景帖；能解释市场注意力，但不是买入/不买信号。
18,2025-03-11,2025-03-17,will-strategy-purchase-bitcoin-feb-mar-11-17,YES,2025-03-17T12:01:35Z,32.7,0.0301,0.3576,283.16,near_actionable_saylor_signal,"2025-03-17T12:00:10Z sec_yes SEC 8-K: +130 BTC | 2025-03-17T12:07:32Z confirm_yes 官方确认买入: Strategy has acquired 130 BTC for ~$10.7M at ~$82,981 per bitcoin and has achieved BTC Yield of 6.9% YTD 2025. As of","2025-03-17T12:07:32.542000Z confirm_yes Strategy has acquired 130 BTC for ~$10.7M at ~$82,981 per bitcoin and has achieved BTC Yield of 6.9% YTD 2025. As of 3/16/2025, we hodl 499,226 $BTC acqui",,90分钟内有可行动/弱方向 Saylor 信号，价格突变大概率是推文或确认被交易。
18,2025-03-11,2025-03-17,will-strategy-purchase-bitcoin-feb-mar-11-17,YES,2025-03-17T12:01:39Z,27.9,0.469,0.7478,983.41,near_actionable_saylor_signal,"2025-03-17T12:00:10Z sec_yes SEC 8-K: +130 BTC | 2025-03-17T12:07:32Z confirm_yes 官方确认买入: Strategy has acquired 130 BTC for ~$10.7M at ~$82,981 per bitcoin and has achieved BTC Yield of 6.9% YTD 2025. As of","2025-03-17T12:07:32.542000Z confirm_yes Strategy has acquired 130 BTC for ~$10.7M at ~$82,981 per bitcoin and has achieved BTC Yield of 6.9% YTD 2025. As of 3/16/2025, we hodl 499,226 $BTC acqui",,90分钟内有可行动/弱方向 Saylor 信号，价格突变大概率是推文或确认被交易。
19,2025-03-18,2025-03-24,will-strategy-purchase-bitcoin-mar-18-24,YES,2025-03-23T12:58:35Z,34.0,0.6147,0.9547,1690.0,near_actionable_saylor_signal,2025-03-23T12:58:22Z hint_yes_strong 强买入暗示: Needs more Orange. pic.twitter.com/BRyWs1ey80,2025-03-23T12:58:22.773000Z hint_yes_strong Needs more Orange. pic.twitter.com/BRyWs1ey80,,90分钟内有可行动/弱方向 Saylor 信号，价格突变大概率是推文或确认被交易。
19,2025-03-18,2025-03-24,will-strategy-purchase-bitcoin-mar-18-24,YES,2025-03-23T12:58:35Z,-29.2,0.9547,0.6625,2222.67,near_actionable_saylor_signal,2025-03-23T12:58:22Z hint_yes_strong 强买入暗示: Needs more Orange. pic.twitter.com/BRyWs1ey80,2025-03-23T12:58:22.773000Z hint_yes_strong Needs more Orange. pic.twitter.com/BRyWs1ey80,,90分钟内有可行动/弱方向 Saylor 信号，价格突变大概率是推文或确认被交易。
19,2025-03-18,2025-03-24,will-strategy-purchase-bitcoin-mar-18-24,YES,2025-03-23T12:58:45Z,30.5,0.6625,0.9674,6057.69,near_actionable_saylor_signal,2025-03-23T12:58:22Z hint_yes_strong 强买入暗示: Needs more Orange. pic.twitter.com/BRyWs1ey80,2025-03-23T12:58:22.773000Z hint_yes_strong Needs more Orange. pic.twitter.com/BRyWs1ey80,,90分钟内有可行动/弱方向 Saylor 信号，价格突变大概率是推文或确认被交易。
23,2025-04-01,2025-04-07,will-microstrategy-purchase-bitcoin-april-1-7,NO,2025-04-06T13:04:46Z,27.1,0.2893,0.56,35.71,no_nearby_saylor_signal_likely_orderbook_or_liquidity,,,,未找到邻近 Saylor 信号，但10分钟内有反向跳动，偏订单簿/薄流动性来回扫单。
23,2025-04-01,2025-04-07,will-microstrategy-purchase-bitcoin-april-1-7,NO,2025-04-06T13:04:58Z,-26.0,0.56,0.3001,555.0,no_nearby_saylor_signal_likely_orderbook_or_liquidity,,,,未找到邻近 Saylor 信号，但10分钟内有反向跳动，偏订单簿/薄流动性来回扫单。
23,2025-04-01,2025-04-07,will-microstrategy-purchase-bitcoin-april-1-7,NO,2025-04-06T13:06:02Z,28.2,0.2178,0.5,40.0,no_nearby_saylor_signal_likely_orderbook_or_liquidity,,,,未找到邻近 Saylor 信号，但10分钟内有反向跳动，偏订单簿/薄流动性来回扫单。
23,2025-04-01,2025-04-07,will-microstrategy-purchase-bitcoin-april-1-7,NO,2025-04-07T06:54:23Z,40.7,0.21,0.6167,145.71,no_nearby_saylor_signal_likely_orderbook_or_liquidity,,,,未找到邻近 Saylor 信号，但10分钟内有反向跳动，偏订单簿/薄流动性来回扫单。
23,2025-04-01,2025-04-07,will-microstrategy-purchase-bitcoin-april-1-7,NO,2025-04-07T06:58:43Z,-28.7,0.6167,0.33,5.0,no_nearby_saylor_signal_likely_orderbook_or_liquidity,,,,未找到邻近 Saylor 信号，但10分钟内有反向跳动，偏订单簿/薄流动性来回扫单。
24,2025-04-08,2025-04-14,will-microstrategy-purchase-bitcoin-april-8-14,YES,2025-04-08T18:21:20Z,28.0,0.39,0.67,7.46,near_market_open_microstructure,,,,发生在开盘4小时内，优先按开盘流动性/盘口重估处理。
24,2025-04-08,2025-04-14,will-microstrategy-purchase-bitcoin-april-8-14,YES,2025-04-08T19:57:19Z,-31.1,0.67,0.3586,23.38,no_nearby_saylor_signal_likely_orderbook_or_liquidity,,,,未找到邻近 Saylor 信号，且成交规模较小，偏薄流动性表观跳动。
24,2025-04-08,2025-04-14,will-microstrategy-purchase-bitcoin-april-8-14,YES,2025-04-13T13:17:35Z,53.9,0.24,0.7793,1924.91,near_actionable_saylor_signal,2025-04-13T13:17:25Z hint_yes_strong 强买入暗示: No Tariffs on Orange Dots pic.twitter.com/Cg3bCVPMcM,2025-04-13T13:17:25.607000Z hint_yes_strong No Tariffs on Orange Dots pic.twitter.com/Cg3bCVPMcM,,90分钟内有可行动/弱方向 Saylor 信号，价格突变大概率是推文或确认被交易。
25,2025-04-15,2025-04-21,will-microstrategy-purchase-bitcoin-april-15-21,YES,2025-04-14T16:15:40Z,35.0,0.5,0.85,1.18,pre_title_window_orderbook,,,,发生在题目日期窗口开始前，通常是新市场提前开盘后的订单簿重定价，不应用标题窗口内推文解释。
25,2025-04-15,2025-04-21,will-microstrategy-purchase-bitcoin-april-15-21,YES,2025-04-20T12:33:05Z,59.0,0.37,0.9596,10000.0,near_actionable_saylor_signal,2025-04-20T12:32:58Z hint_yes_strong 强买入暗示: Insufficient Orange. pic.twitter.com/Gz36jJELBs,2025-04-20T12:32:58.302000Z hint_yes_strong Insufficient Orange. pic.twitter.com/Gz36jJELBs,,90分钟内有可行动/弱方向 Saylor 信号，价格突变大概率是推文或确认被交易。
25,2025-04-15,2025-04-21,will-microstrategy-purchase-bitcoin-april-15-21,YES,2025-04-20T12:33:05Z,-27.7,0.9596,0.6823,3400.0,near_actionable_saylor_signal,2025-04-20T12:32:58Z hint_yes_strong 强买入暗示: Insufficient Orange. pic.twitter.com/Gz36jJELBs,2025-04-20T12:32:58.302000Z hint_yes_strong Insufficient Orange. pic.twitter.com/Gz36jJELBs,,90分钟内有可行动/弱方向 Saylor 信号，价格突变大概率是推文或确认被交易。
27,2025-04-29,2025-05-05,will-microstrategy-purchase-bitcoin-april-29-may-5,YES,2025-04-28T16:40:58Z,69.0,0.01,0.7,33.33,pre_title_window_orderbook,,,,发生在题目日期窗口开始前，通常是新市场提前开盘后的订单簿重定价，不应用标题窗口内推文解释。
27,2025-04-29,2025-05-05,will-microstrategy-purchase-bitcoin-april-29-may-5,YES,2025-04-28T17:05:32Z,-27.0,0.8,0.5302,1064.26,pre_title_window_orderbook,,,,发生在题目日期窗口开始前，通常是新市场提前开盘后的订单簿重定价，不应用标题窗口内推文解释。
27,2025-04-29,2025-05-05,will-microstrategy-purchase-bitcoin-april-29-may-5,YES,2025-05-04T13:37:57Z,-40.0,0.75,0.35,1000.0,near_actionable_saylor_signal,"2025-05-04T13:53:59Z hint_yes_strong 强买入暗示: Too much blue, not enough orange. pic.twitter.com/s1L6tWfC14","2025-05-04T13:53:59.810000Z hint_yes_strong Too much blue, not enough orange. pic.twitter.com/s1L6tWfC14",,90分钟内有可行动/弱方向 Saylor 信号，价格突变大概率是推文或确认被交易。
27,2025-04-29,2025-05-05,will-microstrategy-purchase-bitcoin-april-29-may-5,YES,2025-05-04T13:38:27Z,32.0,0.35,0.67,15.0,near_actionable_saylor_signal,"2025-05-04T13:53:59Z hint_yes_strong 强买入暗示: Too much blue, not enough orange. pic.twitter.com/s1L6tWfC14","2025-05-04T13:53:59.810000Z hint_yes_strong Too much blue, not enough orange. pic.twitter.com/s1L6tWfC14",,90分钟内有可行动/弱方向 Saylor 信号，价格突变大概率是推文或确认被交易。
27,2025-04-29,2025-05-05,will-microstrategy-purchase-bitcoin-april-29-may-5,YES,2025-05-04T13:41:37Z,34.0,0.4,0.74,2.47,near_actionable_saylor_signal,"2025-05-04T13:53:59Z hint_yes_strong 强买入暗示: Too much blue, not enough orange. pic.twitter.com/s1L6tWfC14","2025-05-04T13:53:59.810000Z hint_yes_strong Too much blue, not enough orange. pic.twitter.com/s1L6tWfC14",,90分钟内有可行动/弱方向 Saylor 信号，价格突变大概率是推文或确认被交易。
27,2025-04-29,2025-05-05,will-microstrategy-purchase-bitcoin-april-29-may-5,YES,2025-05-04T13:45:37Z,-29.7,0.63,0.3332,3353.0,near_actionable_saylor_signal,"2025-05-04T13:53:59Z hint_yes_strong 强买入暗示: Too much blue, not enough orange. pic.twitter.com/s1L6tWfC14","2025-05-04T13:53:59.810000Z hint_yes_strong Too much blue, not enough orange. pic.twitter.com/s1L6tWfC14",,90分钟内有可行动/弱方向 Saylor 信号，价格突变大概率是推文或确认被交易。
27,2025-04-29,2025-05-05,will-microstrategy-purchase-bitcoin-april-29-may-5,YES,2025-05-04T13:52:31Z,25.3,0.4341,0.6868,190.0,near_actionable_saylor_signal,"2025-05-04T13:53:59Z hint_yes_strong 强买入暗示: Too much blue, not enough orange. pic.twitter.com/s1L6tWfC14","2025-05-04T13:53:59.810000Z hint_yes_strong Too much blue, not enough orange. pic.twitter.com/s1L6tWfC14",,90分钟内有可行动/弱方向 Saylor 信号，价格突变大概率是推文或确认被交易。
27,2025-04-29,2025-05-05,will-microstrategy-purchase-bitcoin-april-29-may-5,YES,2025-05-04T13:54:07Z,34.9,0.619,0.9678,2950.0,near_actionable_saylor_signal,"2025-05-04T13:53:59Z hint_yes_strong 强买入暗示: Too much blue, not enough orange. pic.twitter.com/s1L6tWfC14","2025-05-04T13:53:59.810000Z hint_yes_strong Too much blue, not enough orange. pic.twitter.com/s1L6tWfC14",,90分钟内有可行动/弱方向 Saylor 信号，价格突变大概率是推文或确认被交易。
30,2025-05-20,2025-05-26,will-microstrategy-purchase-bitcoin-may-20-26,YES,2025-05-19T15:05:14Z,30.2,0.46,0.7616,7083.0,pre_title_window_orderbook,,,,发生在题目日期窗口开始前，通常是新市场提前开盘后的订单簿重定价，不应用标题窗口内推文解释。
30,2025-05-20,2025-05-26,will-microstrategy-purchase-bitcoin-may-20-26,YES,2025-05-19T17:02:18Z,27.0,0.31,0.58,51.72,pre_title_window_orderbook,,,,发生在题目日期窗口开始前，通常是新市场提前开盘后的订单簿重定价，不应用标题窗口内推文解释。
30,2025-05-20,2025-05-26,will-microstrategy-purchase-bitcoin-may-20-26,YES,2025-05-26T12:00:35Z,36.4,0.4,0.7637,653.36,near_actionable_saylor_signal,"2025-05-26T12:02:21Z confirm_yes 官方确认买入: Strategy has acquired 4,020 BTC for ~$427.1 million at ~$106,237 per bitcoin and has achieved BTC Yield of 16.8% YTD","2025-05-26T12:02:21.718000Z confirm_yes Strategy has acquired 4,020 BTC for ~$427.1 million at ~$106,237 per bitcoin and has achieved BTC Yield of 16.8% YTD 2025. As of 5/25/2025, we hodl 580,25",,90分钟内有可行动/弱方向 Saylor 信号，价格突变大概率是推文或确认被交易。
31,2025-05-27,2025-06-02,will-microstrategy-purchase-bitcoin-may-27-june-2,YES,2025-05-26T09:13:47Z,-25.0,0.8,0.55,2.0,pre_title_window_orderbook,,,,发生在题目日期窗口开始前，通常是新市场提前开盘后的订单簿重定价，不应用标题窗口内推文解释。
31,2025-05-27,2025-06-02,will-microstrategy-purchase-bitcoin-may-27-june-2,YES,2025-05-26T09:13:53Z,25.0,0.55,0.8,2.5,pre_title_window_orderbook,,,,发生在题目日期窗口开始前，通常是新市场提前开盘后的订单簿重定价，不应用标题窗口内推文解释。
32,2025-06-03,2025-06-09,will-microstrategy-purchase-bitcoin-june-3-9,YES,2025-06-02T20:45:09Z,36.0,0.51,0.87,344.83,pre_title_window_orderbook,,,,发生在题目日期窗口开始前，通常是新市场提前开盘后的订单簿重定价，不应用标题窗口内推文解释。
36,2025-07-01,2025-07-07,will-microstrategy-purchase-bitcoin-july-1-7,NO,2025-07-06T12:15:03Z,70.2,0.2682,0.97,44.57,near_actionable_saylor_signal,2025-07-06T12:14:55Z hint_no_strong 强不买暗示: Some weeks you just need to HODL. pic.twitter.com/rVcFQkFoG0,2025-07-06T12:14:55.599000Z hint_no_strong Some weeks you just need to HODL. pic.twitter.com/rVcFQkFoG0,,90分钟内有可行动/弱方向 Saylor 信号，价格突变大概率是推文或确认被交易。
36,2025-07-01,2025-07-07,will-microstrategy-purchase-bitcoin-july-1-7,NO,2025-07-06T12:16:21Z,-38.8,0.948,0.5595,2439.14,near_actionable_saylor_signal,2025-07-06T12:14:55Z hint_no_strong 强不买暗示: Some weeks you just need to HODL. pic.twitter.com/rVcFQkFoG0,2025-07-06T12:14:55.599000Z hint_no_strong Some weeks you just need to HODL. pic.twitter.com/rVcFQkFoG0,,90分钟内有可行动/弱方向 Saylor 信号，价格突变大概率是推文或确认被交易。
36,2025-07-01,2025-07-07,will-microstrategy-purchase-bitcoin-july-1-7,NO,2025-07-06T12:16:35Z,34.1,0.5595,0.9,7.17,near_actionable_saylor_signal,2025-07-06T12:14:55Z hint_no_strong 强不买暗示: Some weeks you just need to HODL. pic.twitter.com/rVcFQkFoG0,2025-07-06T12:14:55.599000Z hint_no_strong Some weeks you just need to HODL. pic.twitter.com/rVcFQkFoG0,,90分钟内有可行动/弱方向 Saylor 信号，价格突变大概率是推文或确认被交易。
