time,id,url,kind,label,reason,text
2025-01-21T13:02:13.958000Z,1881688755096174607,https://x.com/saylor/status/1881688755096174607,confirm_yes,官方确认买入,Saylor/Strategy 明确披露买入或未买入，是最终确认信号,"MicroStrategy has acquired 11,000 BTC for ~$1.1 billion at ~$101,191 per bitcoin and has achieved BTC Yield of 1.69% YTD 2025. As of 1/20/2025, we hodl 461,000 $BTC acquired for ~$29.3 billion at ~$63,610 per bitcoin. $MSTR https://t.co/SOgvMscghy"
2025-01-24T15:51:10.754000Z,1882818435496968441,https://x.com/saylor/status/1882818435496968441,hint_yes_weak,弱买入暗示,泛 buy/stack/HODL 语言，只能作为弱方向或市场情绪，不能单独视为 Strategy 当期买入确认,"Borrow ₿illions, Buy Bitcoin pic.twitter.com/5MVcrNsnL4"
2025-01-27T12:03:15.847000Z,1883848242376650840,https://x.com/saylor/status/1883848242376650840,confirm_yes,官方确认买入,Saylor/Strategy 明确披露买入或未买入，是最终确认信号,"MicroStrategy has acquired 10,107 BTC for ~$1.1 billion at ~$105,596 per bitcoin and has achieved BTC Yield of 2.90% YTD 2025. As of 1/26/2025, we hodl 471,107 $BTC acquired for ~$30.4 billion at ~$64,511 per bitcoin. $MSTR https://t.co/UM5dGUS9Ma"
2025-02-03T13:04:19.347000Z,1886400323268345864,https://x.com/saylor/status/1886400323268345864,confirm_no,官方确认未买,Saylor/Strategy 明确披露买入或未买入，是最终确认信号,"Last week, MicroStrategy did not sell any shares of class A common stock under its at-the-market equity offering program, and did not purchase any bitcoin. As of 2/2/2025, we hodl 471,107 $BTC acquired for ~$30.4 billion at ~$64,511 per bitcoin. $MSTR https://t.co/QTBWl8KlNv"
2025-02-09T14:38:57.826000Z,1888598467729150282,https://x.com/saylor/status/1888598467729150282,hint_yes_strong,强买入暗示,图表暗示：Death to the blue lines / Long live the green dots，强烈指向新增买入点,Death to the blue lines. Long live the green dots. pic.twitter.com/SOtFHRoykd
2025-02-10T12:48:39.524000Z,1888933096424177829,https://x.com/saylor/status/1888933096424177829,confirm_yes,官方确认买入,Saylor/Strategy 明确披露买入或未买入，是最终确认信号,"$MSTR has acquired 7,633 BTC for ~$742.4 million at ~$97,255 per bitcoin and has achieved BTC Yield of 4.1% YTD 2025. As of 2/09/2025, @Strategy holds 478,740 $BTC acquired for ~$31.1 billion at ~$65,033 per bitcoin. https://t.co/rIftxRX2Zr"
2025-02-15T19:23:46.170000Z,1890844468632309884,https://x.com/saylor/status/1890844468632309884,hint_yes_weak,弱买入暗示,泛 buy/stack/HODL 语言，只能作为弱方向或市场情绪，不能单独视为 Strategy 当期买入确认,"When you buy Bitcoin, you strengthen the network. When you sell Bitcoin, you weaken it."
2025-02-17T14:17:30.069000Z,1891492169409593715,https://x.com/saylor/status/1891492169409593715,hint_yes_weak,弱买入暗示,泛 buy/stack/HODL 语言，只能作为弱方向或市场情绪，不能单独视为 Strategy 当期买入确认,"21 Rules of ₿itcoin 1. Those who understand buy Bitcoin. 2. Those who don’t, criticize Bitcoin. 3. Everyone is against Bitcoin before they are for it. 4. You will never be done learning about Bitcoin. 5. Bitcoin is powered by chaos. 6. Bitcoin is the only game in the casino…"
2025-02-18T13:11:38.338000Z,1891837982513995850,https://x.com/saylor/status/1891837982513995850,confirm_no,官方确认未买,Saylor/Strategy 明确披露买入或未买入，是最终确认信号,"Last week, @Strategy did not sell any shares of class A common stock under its at-the-market equity offering program, and did not purchase any bitcoin. As of 2/17/2025, we hodl 478,740 $BTC acquired for ~$31.1 billion at ~$65,033 per bitcoin. $MSTR https://t.co/gDVOokFY8p"
2025-02-23T13:53:47.313000Z,1893660529131974865,https://x.com/saylor/status/1893660529131974865,hint_yes_strong,强买入暗示,语义暗示：what I got done last week 尚未反映，结合次日大额买入确认，指向上周已完成买入,I don't think this reflects what I got done last week. pic.twitter.com/57Qe7QfwKm
2025-02-24T13:04:44.631000Z,1894010574494687441,https://x.com/saylor/status/1894010574494687441,confirm_yes,官方确认买入,Saylor/Strategy 明确披露买入或未买入，是最终确认信号,"Strategy has acquired 20,356 BTC for ~$1.99B at ~$97,514 per bitcoin and has achieved BTC Yield of 6.9% YTD 2025. As of 2/23/2025, we hodl 499,096 $BTC acquired for ~$33.1 billion at ~$66,357 per bitcoin. $MSTR https://t.co/mNWDaXRE7N"
2025-02-25T14:00:16.774000Z,1894386938381271163,https://x.com/saylor/status/1894386938381271163,hint_yes_weak,弱买入暗示,泛 buy/stack/HODL 语言，只能作为弱方向或市场情绪，不能单独视为 Strategy 当期买入确认,Considering a second job to acquire more Bitcoin. pic.twitter.com/IkXLlqnr95
2025-03-02T15:39:46.833000Z,1896223917951668722,https://x.com/saylor/status/1896223917951668722,hint_yes_weak,弱买入暗示,泛 buy/stack/HODL 语言，只能作为弱方向或市场情绪，不能单独视为 Strategy 当期买入确认,"Buy Bitcoin, not Bombs."
2025-03-03T13:04:57.825000Z,1896547344893788477,https://x.com/saylor/status/1896547344893788477,confirm_no,官方确认未买,Saylor/Strategy 明确披露买入或未买入，是最终确认信号,"Last week, @Strategy did not sell any shares of class A common stock under its at-the-market equity offering program, and did not purchase any bitcoin. As of 3/2/2025, we hodl 499,096 $BTC acquired for ~$33.1 billion at ~$66,357 per bitcoin. $MSTR https://t.co/fXKTmXHve1"
2025-03-03T14:00:33.419000Z,1896561335389090139,https://x.com/saylor/status/1896561335389090139,hint_no_weak,弱不买暗示,泛 buy/stack/HODL 语言，只能作为弱方向或市场情绪，不能单独视为 Strategy 当期买入确认,HODL
2025-03-07T02:23:32.480000Z,1897835477119492559,https://x.com/saylor/status/1897835477119492559,hint_yes_weak,弱买入暗示,泛 buy/stack/HODL 语言，只能作为弱方向或市场情绪，不能单独视为 Strategy 当期买入确认,I have a few budget-neutral strategies for acquiring additional bitcoin...
2025-03-11T11:41:15.190000Z,1899425381360288059,https://x.com/saylor/status/1899425381360288059,hint_yes_weak,弱买入暗示,泛 buy/stack/HODL 语言，只能作为弱方向或市场情绪，不能单独视为 Strategy 当期买入确认,We purchased 78% of the United States for $40 million. America should buy Bitcoin. pic.twitter.com/peBUix9AC3
2025-03-17T12:07:32.542000Z,1901606324447646170,https://x.com/saylor/status/1901606324447646170,confirm_yes,官方确认买入,Saylor/Strategy 明确披露买入或未买入，是最终确认信号,"Strategy has acquired 130 BTC for ~$10.7M at ~$82,981 per bitcoin and has achieved BTC Yield of 6.9% YTD 2025. As of 3/16/2025, we hodl 499,226 $BTC acquired for ~$33.1 billion at ~$66,360 per bitcoin. $MSTR $STRK https://t.co/8xRmR8vlIt"
2025-03-23T12:58:22.773000Z,1903793445237305409,https://x.com/saylor/status/1903793445237305409,hint_yes_strong,强买入暗示,语义结构与历史 dots/orange/work/HODL 买入或不买暗示一致，需结合价格曲线看是否已被交易,Needs more Orange. pic.twitter.com/BRyWs1ey80
2025-03-24T12:04:55.219000Z,1904142379646415203,https://x.com/saylor/status/1904142379646415203,confirm_yes,官方确认买入,Saylor/Strategy 明确披露买入或未买入，是最终确认信号,"$MSTR has acquired 6,911 BTC for ~$584.1 million at ~$84,529 per bitcoin and has achieved BTC Yield of 7.7% YTD 2025. As of 3/23/2025, @Strategy holds 506,137 BTC acquired for ~$33.7 billion at ~$66,608 per bitcoin. $STRK https://t.co/3vSGnTUVcE"
2025-03-24T18:29:57.341000Z,1904239276969357341,https://x.com/saylor/status/1904239276969357341,hint_yes_weak,弱买入暗示,泛 buy/stack/HODL 语言，只能作为弱方向或市场情绪，不能单独视为 Strategy 当期买入确认,₿uy Bitcoin
2025-03-25T12:34:20.066000Z,1904512169816822195,https://x.com/saylor/status/1904512169816822195,hint_yes_weak,弱买入暗示,泛 buy/stack/HODL 语言，只能作为弱方向或市场情绪，不能单独视为 Strategy 当期买入确认,Fade to Orange pic.twitter.com/M0RiwCUV1Y
2025-03-29T17:54:24.398000Z,1906042270085787851,https://x.com/saylor/status/1906042270085787851,hint_yes_weak,弱买入暗示,泛 buy/stack/HODL 语言，只能作为弱方向或市场情绪，不能单独视为 Strategy 当期买入确认,"More Bitcoin, Less Risk pic.twitter.com/xkgB5ANk5w"
2025-03-30T12:06:23.108000Z,1906317075473158364,https://x.com/saylor/status/1906317075473158364,hint_yes_strong,强买入暗示,语义结构与历史 dots/orange/work/HODL 买入或不买暗示一致，需结合价格曲线看是否已被交易,Needs even more Orange. pic.twitter.com/lV5qgUP6oY
2025-03-31T12:03:16.039000Z,1906678678714556632,https://x.com/saylor/status/1906678678714556632,confirm_yes,官方确认买入,Saylor/Strategy 明确披露买入或未买入，是最终确认信号,"$MSTR has acquired 22,048 BTC for ~$1.92 billion at ~$86,969 per bitcoin and has achieved BTC Yield of 11.0% YTD 2025. As of 3/30/2025, @Strategy holds 528,185 $BTC acquired for ~$35.63 billion at ~$67,458 per bitcoin. $STRK $STRF https://t.co/1sfyBIglnt"
2025-04-01T12:03:10.002000Z,1907041041259135148,https://x.com/saylor/status/1907041041259135148,hint_yes_weak,弱买入暗示,泛 buy/stack/HODL 语言，只能作为弱方向或市场情绪，不能单独视为 Strategy 当期买入确认,Don’t be a fool. Buy Bitcoin. pic.twitter.com/8UDmpAZD7t
2025-04-09T12:00:04.132000Z,1909939364588585270,https://x.com/saylor/status/1909939364588585270,hint_no_weak,弱不买暗示,泛 buy/stack/HODL 语言，只能作为弱方向或市场情绪，不能单独视为 Strategy 当期买入确认,HODL
2025-04-10T12:34:23.788000Z,1910310391277564056,https://x.com/saylor/status/1910310391277564056,hint_yes_weak,弱买入暗示,泛 buy/stack/HODL 语言，只能作为弱方向或市场情绪，不能单独视为 Strategy 当期买入确认,₿uy the Future pic.twitter.com/tIcwWe0leX
2025-04-13T13:17:25.607000Z,1911408383808217104,https://x.com/saylor/status/1911408383808217104,hint_yes_strong,强买入暗示,语义结构与历史 dots/orange/work/HODL 买入或不买暗示一致，需结合价格曲线看是否已被交易,No Tariffs on Orange Dots pic.twitter.com/Cg3bCVPMcM
2025-04-14T12:03:16.046000Z,1911752108862251160,https://x.com/saylor/status/1911752108862251160,confirm_yes,官方确认买入,Saylor/Strategy 明确披露买入或未买入，是最终确认信号,"$MSTR has acquired 3,459 BTC for ~$285.8 million at ~$82,618 per bitcoin and has achieved BTC Yield of 11.4% YTD 2025. As of 4/13/2025, @Strategy holds 531,644 $BTC acquired for ~$35.92 billion at ~$67,556 per bitcoin. https://t.co/IUbf4TFD3d"
2025-04-20T12:32:58.302000Z,1913933911379378484,https://x.com/saylor/status/1913933911379378484,hint_yes_strong,强买入暗示,图表暗示：Insufficient Orange，语义是 orange/buying 图上不足,Insufficient Orange. pic.twitter.com/Gz36jJELBs
2025-04-21T12:03:41.140000Z,1914288929173389814,https://x.com/saylor/status/1914288929173389814,confirm_yes,官方确认买入,Saylor/Strategy 明确披露买入或未买入，是最终确认信号,"$MSTR has acquired 6,556 BTC for ~$555.8 million at ~$84,785 per bitcoin and has achieved BTC Yield of 12.1% YTD 2025. As of 4/20/2025, @Strategy holds 538,200 $BTC acquired for ~$36.47 billion at ~$67,766 per bitcoin. https://t.co/YxUq6mHzca"
2025-04-27T12:54:50.137000Z,1916476128673284289,https://x.com/saylor/status/1916476128673284289,hint_yes_weak,弱买入暗示,泛 buy/stack/HODL 语言，只能作为弱方向或市场情绪，不能单独视为 Strategy 当期买入确认,Stay Humble. Stack Sats. pic.twitter.com/gkjvxkn5Ek
2025-04-28T12:02:36.987000Z,1916825375155380688,https://x.com/saylor/status/1916825375155380688,confirm_yes,官方确认买入,Saylor/Strategy 明确披露买入或未买入，是最终确认信号,"$MSTR has acquired 15,355 BTC for ~$1.42 billion at ~$92,737 per bitcoin and has achieved BTC Yield of 13.7% YTD 2025. As of 4/27/2025, we hodl 553,555 $BTC acquired for ~$37.90 billion at ~$68,459 per bitcoin. https://t.co/5OOs3UdWLg"
2025-05-01T00:07:50.922000Z,1917732661558194524,https://x.com/saylor/status/1917732661558194524,hint_yes_weak,弱买入暗示,泛 buy/stack/HODL 语言，只能作为弱方向或市场情绪，不能单独视为 Strategy 当期买入确认,"By the time your financial adviser says it’s OK to buy Bitcoin, it’ll cost $1 million. When they say it’s a good idea, it’ll be $10 million. pic.twitter.com/5CRrf2gSFL"
2025-05-01T15:06:37.465000Z,1917958845873471611,https://x.com/saylor/status/1917958845873471611,hint_yes_weak,弱买入暗示,泛 buy/stack/HODL 语言，只能作为弱方向或市场情绪，不能单独视为 Strategy 当期买入确认,$MSTR is now up more than 3000% since adopting the Bitcoin Standard. pic.twitter.com/ZqBKMHG999
2025-05-02T17:15:18.350000Z,1918353617477911034,https://x.com/saylor/status/1918353617477911034,hint_yes_weak,弱买入暗示,人工复核降级：Always ₿e Stacking 与买入主题相关，但没有 Strategy 当期交易、dots 或时间锚,Always ₿e Stacking
2025-05-04T13:53:59.810000Z,1919027732140204508,https://x.com/saylor/status/1919027732140204508,hint_yes_strong,强买入暗示,"图表暗示：Too much blue, not enough orange，语义是缺新增买入/orange","Too much blue, not enough orange. pic.twitter.com/s1L6tWfC14"
2025-05-05T12:03:05.738000Z,1919362210804990383,https://x.com/saylor/status/1919362210804990383,confirm_yes,官方确认买入,Saylor/Strategy 明确披露买入或未买入，是最终确认信号,"$MSTR has acquired 1,895 BTC for ~$180.3 million at ~$95,167 per bitcoin and has achieved BTC Yield of 14.0% YTD 2025. As of 5/4/2025, we hodl 555,450 $BTC acquired for ~$38.08 billion at ~$68,550 per bitcoin. $STRK $STRF https://t.co/rusgfuyCTG"
2025-05-08T20:23:01.878000Z,1920575187331743841,https://x.com/saylor/status/1920575187331743841,hint_yes_weak,弱买入暗示,泛 buy/stack/HODL 语言，只能作为弱方向或市场情绪，不能单独视为 Strategy 当期买入确认,Why Every Company Should Adopt the Bitcoin Standard pic.twitter.com/t8ouMULWbb
2025-05-11T12:00:55.324000Z,1921535991002579297,https://x.com/saylor/status/1921535991002579297,hint_yes_strong,强买入暗示,图表暗示：Connect the Dots，语义指向新增点位,Connect the Dots pic.twitter.com/T4Aj7yYKkr
2025-05-12T12:02:14.940000Z,1921898712801874273,https://x.com/saylor/status/1921898712801874273,confirm_yes,官方确认买入,Saylor/Strategy 明确披露买入或未买入，是最终确认信号,"Strategy has acquired 13,390 BTC for ~$1.34 billion at ~$99,856 per bitcoin and has achieved BTC Yield of 15.5% YTD 2025. As of 5/11/2025, we hodl 568,840 $BTC acquired for ~$39.41 billion at ~$69,287 per bitcoin. $MSTR $STRK $STRF https://t.co/oSXRMwiTkU"
2025-05-19T12:05:15.376000Z,1924436184664559807,https://x.com/saylor/status/1924436184664559807,confirm_yes,官方确认买入,Saylor/Strategy 明确披露买入或未买入，是最终确认信号,"Strategy has acquired 7,390 BTC for ~$764.9 million at ~$103,498 per bitcoin and has achieved BTC Yield of 16.3% YTD 2025. As of 5/18/2025, we hodl 576,230 $BTC acquired for ~$40.18 billion at ~$69,726 per bitcoin. $MSTR $STRK $STRF https://t.co/QwYKgLkfPX"
2025-05-19T19:16:09.736000Z,1924544625710166034,https://x.com/saylor/status/1924544625710166034,hint_yes_weak,弱买入暗示,泛 buy/stack/HODL 语言，只能作为弱方向或市场情绪，不能单独视为 Strategy 当期买入确认,"“I defend your right to buy Bitcoin.” – Jamie Dimon, JPMorgan CEO https://t.co/zc8CjKdAb9"
2025-05-21T15:40:30.990000Z,1925215132407181770,https://x.com/saylor/status/1925215132407181770,hint_yes_weak,弱买入暗示,泛 buy/stack/HODL 语言，只能作为弱方向或市场情绪，不能单独视为 Strategy 当期买入确认,"If you’re not buying bitcoin at the all-time high, you’re leaving money on the table."
2025-05-21T23:57:53.536000Z,1925340301117280317,https://x.com/saylor/status/1925340301117280317,hint_yes_weak,弱买入暗示,泛 buy/stack/HODL 语言，只能作为弱方向或市场情绪，不能单独视为 Strategy 当期买入确认,No one has ever lost money buying Bitcoin.
2025-05-23T18:21:31.682000Z,1925980428017492242,https://x.com/saylor/status/1925980428017492242,hint_yes_weak,弱买入暗示,泛 buy/stack/HODL 语言，只能作为弱方向或市场情绪，不能单独视为 Strategy 当期买入确认,Buy Bitcoin.
2025-05-24T14:31:58.081000Z,1926285045213401431,https://x.com/saylor/status/1926285045213401431,hint_yes_weak,弱买入暗示,泛 buy/stack/HODL 语言，只能作为弱方向或市场情绪，不能单独视为 Strategy 当期买入确认,The only thing better than Bitcoin is More Bitcoin. pic.twitter.com/VHzTif0zXH
2025-05-25T12:30:14.100000Z,1926616797962174914,https://x.com/saylor/status/1926616797962174914,hint_yes_weak,弱买入暗示,泛 buy/stack/HODL 语言，只能作为弱方向或市场情绪，不能单独视为 Strategy 当期买入确认,I only buy bitcoin with money I can't afford to lose. pic.twitter.com/h7pnFB8yvU
2025-05-26T12:02:21.718000Z,1926972171349373129,https://x.com/saylor/status/1926972171349373129,confirm_yes,官方确认买入,Saylor/Strategy 明确披露买入或未买入，是最终确认信号,"Strategy has acquired 4,020 BTC for ~$427.1 million at ~$106,237 per bitcoin and has achieved BTC Yield of 16.8% YTD 2025. As of 5/25/2025, we hodl 580,250 $BTC acquired for ~$40.61 billion at ~$69,979 per bitcoin. $MSTR $STRK $STRF https://t.co/eAd03GIKam"
